ride_no,origin,destination,driver_netid,date,earliest_time,latest_time,seats_available,gas_price,comments
1660,"Los Angeles, CA","Minneapolis, MN",ozi803,2020-08-19,02:03:27,22:20:17,4,125.26,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
1662,"Boca Grande, FL","Las Vegas, NV",qjx865,2021-01-26,01:55:58,15:02:54,4,124.75,
1663,"Kansas City, MO","Sacramento, CA",aqr750,2021-03-30,00:52:37,22:06:00,1,109.62,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
1664,"San Antonio, TX","Boca Grande, FL",vat757,2021-02-20,10:44:57,16:30:42,4,46.02,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1665,"Louisville, KY","Aspen, CO",jfk483,2021-04-21,07:29:52,21:56:25,4,84.01,
1666,"Memphis, TN","Sacramento, CA",hrb437,2020-06-02,04:32:23,22:32:50,3,127.8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
1667,"Tucson, AZ","Las Vegas, NV",zwu513,2020-05-03,02:03:54,21:25:53,4,153.85,
1668,"Sacramento, CA","Winston-Salem, NC",lqc235,2020-09-07,11:41:08,21:33:59,1,185.49,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1669,"Louisville, KY","Wichita, KS",dyr338,2021-01-14,08:51:27,17:22:34,3,190.8,Suspendisse potenti.
1670,"Memphis, TN","Austin, TX",nsu887,2021-04-09,03:32:35,22:11:12,4,140.59,
1671,"Albuquerque, NM","Baltimore, MD",svg999,2020-09-07,05:29:46,16:25:50,3,56.13,
1672,"Tucson, AZ","Greensboro, NC",sig65,2020-08-09,08:41:28,21:42:27,1,174.36,
1674,"Boca Grande, FL","Wichita, KS",agk19,2021-01-08,10:20:00,21:17:49,4,93.57,
1675,"San Francisco, CA","Miami, FL",rwq352,2021-01-29,01:35:11,13:44:40,4,30.69,In hac habitasse platea dictumst.
1676,"Cary, NC","Denver, CO",hgu505,2020-10-11,04:36:09,16:36:40,3,121.12,Aliquam erat volutpat.
1677,city,"El Paso, TX",pfe244,2021-01-28,03:17:59,23:11:19,3,20.71,
1678,"Atlanta, GA","Boston, MA",gid136,2020-12-19,00:19:44,19:19:35,3,63.61,
1679,"Durham, NC","New York, NY",pum270,2020-09-26,01:58:50,13:07:13,4,112.67,In blandit ultrices enim.
1680,"Oakland, CA","Tucson, AZ",ezh116,2020-07-14,10:00:34,23:24:25,4,66.86,Nulla facilisi.
1681,"Atlanta, GA","Houston, TX",gpj626,2020-06-06,04:38:38,18:40:47,3,100.73,
1682,"Tucson, AZ","Colorado Springs, CO",uhm791,2020-11-20,05:20:58,20:37:33,3,4.59,Nulla mollis molestie lorem.
1683,"Sacramento, CA","San Francisco, CA",fve453,2021-03-23,11:41:14,19:25:56,4,169.17,Proin risus.
1684,"San Antonio, TX","Durham, NC",hes507,2020-10-29,02:55:41,20:57:44,3,89.71,Donec ut dolor.
1685,"Los Angeles, CA","Detroit, MI",ryq265,2020-07-08,02:57:03,14:35:04,4,9.73,
1686,"San Diego, CA","Greenville, NC",quj541,2020-12-31,06:29:37,14:55:47,4,118.63,Nunc purus.
1687,"Milwaukee, WI","Boca Grande, FL",pqn397,2020-10-23,09:51:08,19:44:38,3,188.67,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
1688,"Dallas, TX","El Paso, TX",qrt066,2021-03-08,02:37:03,21:56:40,1,172.37,
1689,"Seattle, WA","Nashville, TN",klb032,2020-10-06,03:55:32,15:43:56,1,90.22,
1690,"Greensboro, NC","Columbus, OH",nqc654,2020-06-29,10:43:03,12:13:13,1,54.86,
1691,"Wichita, KS","Nashville, TN",hes507,2020-10-15,06:04:33,13:31:13,3,182.47,
1692,"Houston, TX","Fresno, CA",bfp830,2020-12-25,01:28:03,22:11:01,4,44.7,
1693,"Miami, FL","New Orleans, LA",mpk816,2020-12-12,11:49:12,23:15:18,4,19.58,
1694,"Aspen, CO","Las Vegas, NV",zhp602,2020-09-13,00:53:03,23:42:13,4,5.76,Duis consequat dui nec nisi volutpat eleifend.
1695,"Dallas, TX","Sacramento, CA",xzv394,2021-01-27,10:24:42,14:00:41,4,22.13,Aenean auctor gravida sem.
1696,"Boca Grande, FL","Memphis, TN",qjx865,2020-12-22,01:15:17,22:00:23,4,119.17,Nulla nisl.
1697,"Las Vegas, NV","Boca Grande, FL",oxs361,2020-06-25,07:57:26,15:14:10,4,80.3,
1698,"Washington, DC","Wilmington, NC",qxd288,2020-06-15,01:38:30,16:37:14,4,62.49,
1699,"Long Beach, CA","Oakland, CA",sut378,2020-07-31,06:22:42,23:18:55,4,135.27,
1700,"Seattle, WA","San Antonio, TX",bfp830,2020-08-30,10:54:55,23:04:53,4,70.5,Duis aliquam convallis nunc.
1701,"Austin, TX","Minneapolis, MN",kth963,2020-12-07,08:49:03,12:18:20,3,22.4,
1702,"Atlanta, GA","Long Beach, CA",oxs361,2021-03-26,02:41:08,15:13:09,3,85.93,Integer ac leo.
1703,"San Jose, CA","Boston, MA",dyb220,2020-11-22,04:55:00,17:25:39,3,108.45,Aliquam non mauris.
1704,"San Jose, CA","Jacksonville, FL",itx536,2020-12-27,03:05:23,23:57:59,4,101.89,
1705,"Greensboro, NC","Aspen, CO",hga363,2021-04-10,11:42:37,18:05:39,2,167.74,
1706,"Nashville, TN","Tulsa, OK",atm023,2020-08-12,02:03:12,18:34:47,3,18.97,
1707,"Albuquerque, NM","Columbus, OH",mpk816,2020-06-04,02:04:12,14:34:48,4,195.54,Vestibulum rutrum rutrum neque.
1708,"Dallas, TX","San Jose, CA",iqp816,2021-03-22,11:57:58,17:43:47,2,60.69,
1709,"Oakland, CA","Baltimore, MD",tli649,2020-08-09,01:14:46,21:23:59,1,70.03,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1710,"Denver, CO","Greenville, NC",zwt155,2020-05-03,03:04:35,16:14:54,3,47.11,
1711,"Seattle, WA","New York, NY",xcf577,2020-06-21,09:56:22,18:06:00,4,112.21,
1712,"Boston, MA","Memphis, TN",gal16,2020-08-26,10:38:08,23:43:43,4,74.71,Curabitur gravida nisi at nibh.
1713,"Wilmington, NC","Asheville, NC",jke526,2021-01-03,06:33:06,23:08:52,3,116.87,Curabitur in libero ut massa volutpat convallis.
1714,"Cary, NC","Denver, CO",xrn071,2020-05-08,10:52:14,17:37:54,4,127.59,In hac habitasse platea dictumst.
1715,"Baltimore, MD","Asheville, NC",gwn509,2020-09-26,10:42:59,16:15:49,1,38.24,
1716,"Tulsa, OK","Washington, DC",inl841,2020-10-19,00:09:14,23:08:39,3,176.55,Cras in purus eu magna vulputate luctus.
1717,"Denver, CO","Greenville, NC",xaw479,2021-04-08,07:27:54,23:34:46,3,51.09,Sed sagittis.
1718,"Sacramento, CA","Aspen, CO",wnt018,2021-04-16,01:30:02,12:34:23,1,75.57,
1719,"High Point, NC","New Orleans, LA",jtd746,2020-06-16,10:47:53,23:17:46,3,62.5,
1720,"Aspen, CO","Austin, TX",gid136,2020-11-13,03:06:34,13:44:29,1,186.54,
1721,"Wichita, KS","Aspen, CO",mth460,2020-12-20,10:37:35,19:05:37,3,56.47,Vivamus vestibulum sagittis sapien.
1722,"San Antonio, TX","Albuquerque, NM",jqr521,2021-04-17,10:43:55,16:08:47,4,194.99,
1723,"Wilmington, NC","Detroit, MI",pqn397,2021-04-01,06:35:17,17:21:48,4,54.25,
1724,"Houston, TX","Milwaukee, WI",mah129,2020-07-31,01:22:09,13:27:49,4,93.49,
1725,"Nashville, TN","Arlington, TX",mlr87,2021-03-14,02:40:32,22:19:09,4,140.58,Curabitur at ipsum ac tellus semper interdum.
1726,"Houston, TX","Concord, NC",uji639,2020-12-29,03:14:17,17:52:30,3,64.61,
1727,"Greensboro, NC","Mesa, AZ",qri721,2020-05-29,02:37:37,12:33:51,4,21.05,
1728,"New Orleans, LA","Arlington, TX",lft607,2021-04-18,03:56:11,12:20:12,1,153.47,
1729,"Kansas City, MO","El Paso, TX",yod694,2020-09-27,00:46:43,20:39:41,4,169.58,
1730,"Seattle, WA","Albuquerque, NM",ynd923,2020-10-22,08:11:53,23:51:18,1,94.67,Maecenas rhoncus aliquam lacus.
1731,"Aspen, CO","Wilmington, NC",src882,2021-03-24,04:38:21,17:38:49,1,125.75,
1732,"Wichita, KS","Boston, MA",dlc7,2021-02-09,03:32:22,21:18:02,4,112.87,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1733,"Greensboro, NC","Myrtle Beach, SC",xtj091,2020-07-30,11:56:47,12:38:21,1,59.75,
1734,"Mesa, AZ","Myrtle Beach, SC",mvi298,2021-03-18,08:29:54,19:42:24,1,56.89,
1735,"Concord, NC","Columbus, OH",zow718,2020-07-09,02:31:53,17:16:36,3,104.27,Nam dui.
1736,"San Antonio, TX","Oakland, CA",gpj626,2021-04-18,06:26:15,21:15:52,2,56.68,
1737,"Kansas City, MO","Nashville, TN",spz846,2021-03-06,09:46:51,19:30:44,2,159.3,
1738,"Miami, FL","Albuquerque, NM",gbu057,2020-10-26,10:53:15,14:47:39,1,89.81,
1739,"Virginia Beach, VA","Cary, NC",sxj533,2020-12-09,01:13:52,22:08:52,3,104.06,Etiam justo.
1740,"Milwaukee, WI","Atlanta, GA",rlb947,2020-06-20,03:08:33,23:27:00,4,184.48,
1741,"Tucson, AZ","Wichita, KS",gmo549,2020-12-21,07:59:29,16:56:44,4,143.16,
1742,"Nashville, TN","New York, NY",fwk879,2021-03-20,06:52:38,18:51:08,2,84.21,Vivamus vel nulla eget eros elementum pellentesque.
1743,"Fresno, CA","Chicago, IL",xnq312,2020-10-27,08:08:00,13:07:29,1,52.82,Aliquam non mauris.
1744,"Virginia Beach, VA","Las Vegas, NV",lfq838,2021-03-13,09:24:10,12:24:54,2,104.16,
1745,"Cary, NC","Boston, MA",klb032,2020-05-06,03:41:57,14:18:07,4,59.11,
1746,"High Point, NC","San Jose, CA",wry577,2021-01-23,09:46:49,22:21:26,1,93.19,Vestibulum rutrum rutrum neque.
1747,"Las Vegas, NV","Wilmington, NC",quj541,2020-12-03,05:17:44,23:35:36,1,101.59,
1748,"Las Vegas, NV","Concord, NC",esp465,2020-09-12,03:23:06,19:04:48,2,30.56,
1749,"Aspen, CO","Asheville, NC",agk19,2020-09-27,04:02:39,16:51:48,4,77.21,
1750,"Milwaukee, WI","Winston-Salem, NC",lnf603,2020-11-25,11:43:10,13:52:33,4,34.48,Morbi non lectus.
1751,"Wilmington, NC","Long Beach, CA",gzk509,2020-05-11,03:23:12,17:14:47,1,150.75,Sed ante.
1752,"Seattle, WA","Long Beach, CA",ths560,2020-07-03,08:47:47,19:27:10,3,152.26,Nam nulla.
1753,"Tucson, AZ","San Jose, CA",nbz984,2021-02-12,07:39:12,22:40:43,1,159.09,
1754,"San Jose, CA","Cary, NC",olb296,2020-11-13,10:03:13,17:02:16,4,167.39,Curabitur in libero ut massa volutpat convallis.
1755,"Columbus, OH","Seattle, WA",agp780,2020-09-22,01:46:17,20:53:32,4,99.59,
1756,"Aspen, CO","Kansas City, MO",ted462,2021-02-28,05:21:56,14:38:47,4,183.39,
1757,"Oakland, CA","San Antonio, TX",kas220,2020-11-06,09:26:09,20:18:05,3,109.98,
1758,"Albuquerque, NM","Miami, FL",hqx761,2020-07-01,02:41:28,12:18:56,4,181.17,Mauris ullamcorper purus sit amet nulla.
1759,"Wilmington, NC","Denver, CO",xtj091,2021-04-15,00:09:15,20:53:50,2,52.25,Aliquam sit amet diam in magna bibendum imperdiet.
1760,"Myrtle Beach, SC","Long Beach, CA",ecs194,2020-05-26,08:07:01,19:36:31,4,118.01,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1761,"El Paso, TX","Long Beach, CA",uhm791,2021-01-07,11:57:24,19:23:52,4,0.09,Donec quis orci eget orci vehicula condimentum.
1762,"Memphis, TN","Louisville, KY",zqp345,2021-03-20,05:46:23,23:08:29,4,143.69,
1763,"Memphis, TN","Miami, FL",vuy363,2020-10-12,09:24:33,19:30:23,4,186.71,
1764,"Washington, DC","Dallas, TX",ddd12,2020-06-12,01:43:40,16:46:30,4,56.42,Sed sagittis.
1765,"Charlotte, NC","Detroit, MI",dxr213,2020-11-03,09:34:12,20:00:08,4,74.23,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1766,"Nashville, TN","Greensboro, NC",sqi582,2020-12-09,07:14:28,20:36:06,4,194.05,Donec quis orci eget orci vehicula condimentum.
1767,"Boston, MA","Wichita, KS",nmz754,2021-02-13,00:25:42,23:29:26,4,173.41,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1768,"Greenville, NC",city,dyb220,2020-09-18,03:24:51,15:16:32,2,40.03,Morbi porttitor lorem id ligula.
1769,"Wilmington, NC","Baltimore, MD",ytg104,2020-07-05,04:49:56,14:44:29,4,50.46,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
1770,"Memphis, TN","Wichita, KS",ezh116,2020-12-09,08:21:07,14:41:31,3,129.51,
1771,"Fresno, CA","Cary, NC",kof738,2020-08-08,03:11:47,22:42:07,3,161.71,Duis at velit eu est congue elementum.
1772,"San Antonio, TX","Winston-Salem, NC",acx460,2020-11-20,05:26:01,23:15:42,4,111.06,
1773,"Miami, FL","Dallas, TX",puo261,2021-02-10,08:32:03,16:27:28,3,126.86,Nunc nisl.
1774,"New York, NY","Cary, NC",oxs361,2021-01-17,00:04:14,17:44:22,3,85.45,
1775,"Mesa, AZ","Tulsa, OK",qze999,2020-08-11,01:30:01,19:08:08,3,55.55,Fusce consequat.
1776,city,"San Jose, CA",asq383,2020-06-05,04:25:02,14:45:10,4,145.1,
1777,"Baltimore, MD","Houston, TX",pag662,2020-11-30,10:09:20,21:57:10,2,35.19,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
1778,"Wichita, KS","Kansas City, MO",ijs5,2021-04-01,06:56:08,12:51:22,2,101.74,
1779,"Milwaukee, WI","Concord, NC",eas474,2021-03-22,08:59:19,13:14:31,4,114.43,
1780,"Nashville, TN","Winston-Salem, NC",wsr702,2020-07-02,02:31:42,12:06:20,3,132.19,Nullam porttitor lacus at turpis.
1781,"San Francisco, CA","Boca Grande, FL",usd601,2020-09-25,02:03:16,20:42:09,4,158,Nunc purus.
1782,"Austin, TX","Winston-Salem, NC",ame565,2021-01-11,05:41:56,16:29:12,4,7.99,In hac habitasse platea dictumst.
1783,"Dallas, TX","Cary, NC",pvw995,2020-05-10,06:04:35,18:48:07,2,116.61,Quisque id justo sit amet sapien dignissim vestibulum.
1784,"Winston-Salem, NC","Austin, TX",ori944,2021-03-27,05:32:33,22:58:07,1,71.32,Cras in purus eu magna vulputate luctus.
1785,"Boca Grande, FL","Memphis, TN",fyq751,2021-04-15,07:16:03,14:17:47,4,188.77,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
1786,"Charlotte, NC","Wilmington, NC",ibv612,2020-10-29,00:24:26,14:03:48,4,29.17,Integer non velit.
1787,"Aspen, CO","Washington, DC",kqu408,2020-12-07,08:35:37,18:25:55,2,45.13,
1788,"Wichita, KS","Long Beach, CA",sqi582,2021-04-05,06:58:35,23:36:21,4,0.38,In congue.
1789,"Charlotte, NC","San Diego, CA",ypj320,2020-08-18,02:35:14,22:13:01,2,146.95,
1790,"Denver, CO","Charlotte, NC",klb032,2021-03-10,05:56:21,18:44:01,4,15.26,
1791,"Louisville, KY","Washington, DC",sar920,2020-07-17,04:31:23,22:43:12,4,39.45,
1792,"Oakland, CA","Memphis, TN",wys146,2021-01-23,01:42:48,17:26:26,4,17.35,
1793,"Minneapolis, MN","Miami, FL",kni998,2020-08-22,11:39:27,23:35:16,3,113.49,
1794,"San Diego, CA","Mesa, AZ",pty976,2021-01-11,07:20:13,12:00:55,4,178.15,Mauris lacinia sapien quis libero.
1795,"Mesa, AZ","New York, NY",xld833,2021-01-10,05:25:45,19:47:15,3,153.05,
1796,"Memphis, TN","Wichita, KS",ilz027,2020-10-15,11:25:20,12:28:14,4,149.5,
1797,"Boca Grande, FL","Oakland, CA",ysx010,2021-01-01,03:24:27,17:22:32,4,199.52,
1798,"Greensboro, NC","Sacramento, CA",xnj805,2020-08-21,00:33:33,14:12:54,2,167.85,
1799,"Washington, DC","Albuquerque, NM",ipa841,2020-10-08,09:37:23,12:04:33,4,175.82,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1800,"New Orleans, LA","Las Vegas, NV",oet344,2021-04-22,09:01:40,21:08:37,2,32.06,Donec semper sapien a libero.
1801,"Albuquerque, NM","Winston-Salem, NC",iwv294,2021-03-03,05:04:00,16:03:13,3,124.25,
1802,"Cary, NC","Jacksonville, FL",pai306,2020-05-10,09:32:17,12:21:43,2,73.16,
1803,"Winston-Salem, NC","Los Angeles, CA",yxh637,2020-10-10,06:04:38,19:56:21,4,35.53,
1804,"Oakland, CA","San Francisco, CA",mah129,2020-06-04,10:14:20,13:10:40,4,62.28,
1805,"Greenville, NC","Greensboro, NC",kra902,2021-02-10,01:52:49,18:01:33,1,179.29,Aliquam quis turpis eget elit sodales scelerisque.
1806,"Los Angeles, CA","Long Beach, CA",xqo556,2020-06-18,09:08:55,20:40:48,1,139.67,Maecenas ut massa quis augue luctus tincidunt.
1807,"New York, NY","Nashville, TN",qxw665,2021-03-20,04:38:55,19:32:31,3,94.61,Etiam justo.
1808,"Aspen, CO","San Francisco, CA",fyq751,2020-08-13,07:30:19,17:02:14,4,116.8,
1809,city,"El Paso, TX",msu486,2020-10-23,06:39:28,21:59:06,4,81.18,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1810,"Atlanta, GA","Miami, FL",wyj406,2020-07-03,03:40:27,15:08:17,4,26.56,
1811,"San Francisco, CA","Mesa, AZ",tsh397,2021-01-06,03:41:28,12:43:04,4,26.76,
1812,"Memphis, TN","Las Vegas, NV",fwa645,2020-04-27,01:33:31,16:11:50,4,38.07,
1813,"Austin, TX","Wichita, KS",fdc420,2021-04-23,05:36:05,22:06:30,4,35.43,
1814,"Louisville, KY","Miami, FL",gux965,2021-01-09,08:28:20,15:14:47,4,155.94,
1816,"Wichita, KS","San Diego, CA",tcp288,2021-01-29,05:55:40,20:14:57,4,156.28,
1817,"San Antonio, TX","Jacksonville, FL",ezh116,2020-06-23,09:04:16,14:27:50,4,4.76,
1818,"Columbus, OH","Wichita, KS",mjb128,2021-02-13,04:02:31,19:46:48,3,96.03,Nulla tellus.
1819,"Greenville, NC","Milwaukee, WI",bpu298,2020-05-02,06:41:21,17:24:39,4,159.89,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
1820,"Fresno, CA","New York, NY",lgc139,2020-06-25,00:48:40,17:54:28,4,85.37,
1821,"Myrtle Beach, SC","Los Angeles, CA",zhb791,2020-06-18,08:03:15,21:08:12,3,109.8,
1822,"Boston, MA","San Diego, CA",lft607,2020-12-27,03:10:40,20:39:10,3,50.78,
1823,"Aspen, CO","Cary, NC",ls320,2021-03-07,09:29:41,18:10:23,4,31.26,
1824,"Atlanta, GA","Greenville, NC",hqy754,2021-03-17,10:16:46,16:57:08,1,167,
1825,"San Antonio, TX","Jacksonville, FL",fks385,2020-10-18,07:21:03,20:18:21,4,146.26,
1826,"Greenville, NC","Las Vegas, NV",nqj544,2021-04-14,05:24:10,22:38:39,4,177.15,Nulla mollis molestie lorem.
1828,"Nashville, TN","Boca Grande, FL",dbf173,2020-07-27,01:16:49,15:31:43,1,165.91,
1829,"Durham, NC","Minneapolis, MN",fqw266,2020-05-01,01:52:07,15:57:36,4,159.55,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1830,"Washington, DC","Myrtle Beach, SC",zro734,2020-12-13,01:01:34,22:16:17,2,74.34,
1831,"Baltimore, MD","New Orleans, LA",kjc710,2020-11-28,09:21:23,21:13:19,4,61.44,
1832,"Atlanta, GA","Mesa, AZ",ytg104,2020-12-11,05:25:22,16:59:17,4,66.87,
1833,"Myrtle Beach, SC","New Orleans, LA",oiw648,2020-11-09,08:41:35,12:51:37,4,22.25,Aliquam quis turpis eget elit sodales scelerisque.
1834,"Detroit, MI","Asheville, NC",ujz680,2020-05-31,04:41:45,13:42:07,3,70.26,Pellentesque eget nunc.
1835,"Colorado Springs, CO","Baltimore, MD",eoa417,2021-03-06,10:14:15,22:51:49,4,145.98,
1836,"Fresno, CA","Wilmington, NC",iwv294,2021-02-27,11:53:32,23:30:32,1,167.08,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
1837,"Seattle, WA","Denver, CO",qef249,2020-11-11,08:17:19,14:11:47,3,167.28,
1838,"Long Beach, CA","Mesa, AZ",bfy856,2020-08-30,00:44:46,16:34:31,2,58.66,Donec vitae nisi.
1839,"Kansas City, MO","Winston-Salem, NC",jdr208,2020-07-06,11:29:00,18:18:03,2,142.83,Nullam molestie nibh in lectus.
1840,"Atlanta, GA","Houston, TX",plr527,2021-04-23,02:48:29,23:53:28,4,34.46,
1841,"New Orleans, LA","Virginia Beach, VA",uvt132,2020-09-04,07:36:11,19:28:42,3,71.85,Curabitur convallis.
1843,"Aspen, CO","Durham, NC",ejh365,2020-12-07,00:11:56,21:50:57,2,154.74,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
1844,"Greensboro, NC","Austin, TX",smn201,2020-10-23,09:35:34,12:53:56,4,131.74,Donec dapibus.
1845,"Sacramento, CA","Cary, NC",mxz323,2021-02-24,07:17:48,15:31:05,3,76.23,
1846,"Denver, CO","Nashville, TN",jdn603,2020-04-29,03:45:17,20:00:06,3,104.37,
1847,"Mesa, AZ","Dallas, TX",qrt066,2021-04-01,02:41:12,14:36:00,4,24.66,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
1848,"Atlanta, GA","Mesa, AZ",uhn076,2020-11-18,07:14:44,23:22:12,4,155.44,In hac habitasse platea dictumst.
1849,"Boca Grande, FL","Winston-Salem, NC",ytg104,2020-10-11,04:50:16,23:20:44,4,14.84,Duis ac nibh.
1850,"Columbus, OH","Concord, NC",pfe343,2021-04-17,00:35:57,16:58:12,2,55.21,
1851,"Denver, CO","High Point, NC",ctw428,2020-08-10,07:21:37,12:23:20,4,21.85,
1852,"New York, NY","Louisville, KY",qsc258,2020-12-17,01:57:08,21:48:20,3,47.9,Sed accumsan felis.
1853,"Virginia Beach, VA","Tucson, AZ",twm607,2021-04-09,02:14:34,18:43:53,2,182.47,
1976,"Charlotte, NC","Houston, TX",gid136,2020-05-28,02:49:54,19:18:19,1,197.3,
1854,"Houston, TX","Kansas City, MO",xld833,2020-11-09,02:38:15,13:14:04,3,149.18,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1855,"Cary, NC","Myrtle Beach, SC",epj486,2020-12-09,08:03:03,20:19:49,4,40.81,
1856,"Durham, NC","Oakland, CA",bpu298,2020-07-28,05:16:10,22:25:58,4,58.87,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1857,"Albuquerque, NM","Milwaukee, WI",nlo515,2020-04-30,09:43:08,17:21:20,4,9.05,
1858,"Asheville, NC","Wichita, KS",gal16,2020-09-01,06:46:58,18:55:16,3,145.5,
1859,"Sacramento, CA","Washington, DC",htl348,2021-04-22,10:19:00,23:42:30,2,12.88,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1860,"San Francisco, CA","Boca Grande, FL",mjv458,2021-01-19,10:32:43,22:03:09,4,137.87,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1861,"San Diego, CA","Tucson, AZ",zye790,2021-04-23,00:58:19,21:40:22,4,136.12,
1862,"Kansas City, MO","Long Beach, CA",pgy757,2021-03-10,06:35:25,21:22:22,4,135.48,
1863,"Tucson, AZ","Fresno, CA",fqw266,2021-01-19,06:19:26,13:13:02,4,94.82,Nullam varius.
1864,"San Jose, CA","Denver, CO",yaw584,2020-09-21,01:42:44,20:22:19,1,52.53,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1865,"Minneapolis, MN","Los Angeles, CA",lvs129,2021-01-06,06:03:09,23:30:32,2,61.54,
1866,"Asheville, NC","Austin, TX",hdx201,2020-08-29,06:50:13,17:33:19,1,106.23,
1867,"Dallas, TX","Las Vegas, NV",bng770,2020-11-11,09:06:11,17:58:25,4,191.5,
1868,"Austin, TX","Kansas City, MO",mou907,2020-12-06,08:17:01,18:39:27,3,113.61,
1869,"Arlington, TX","Virginia Beach, VA",tam223,2021-01-20,04:24:29,17:48:13,4,148.58,
1870,"Houston, TX","Oakland, CA",hbj282,2021-03-12,11:52:43,14:27:34,4,116.24,Sed ante.
1871,"Mesa, AZ","Tulsa, OK",lnx291,2021-04-22,02:46:33,12:38:45,4,17.21,Nam tristique tortor eu pede.
1872,"Jacksonville, FL","Charlotte, NC",fta103,2020-09-22,11:22:10,19:46:00,4,28.75,
1874,"Nashville, TN","Los Angeles, CA",kni998,2020-06-02,03:50:01,23:53:42,4,124.13,
1875,"Dallas, TX","Greensboro, NC",nmz754,2020-12-01,09:14:55,18:46:32,2,66.8,Mauris sit amet eros.
1876,"Dallas, TX","Atlanta, GA",ylm060,2020-12-31,08:13:26,21:12:09,4,155.63,Donec ut mauris eget massa tempor convallis.
1877,"Cary, NC","Austin, TX",lhz221,2020-04-29,08:38:45,12:27:10,3,56.36,Sed ante.
1878,"Oakland, CA","Tucson, AZ",dyb220,2021-04-21,11:27:15,13:34:17,1,111.3,Praesent id massa id nisl venenatis lacinia.
1879,"Detroit, MI","Kansas City, MO",kbs389,2020-07-01,09:20:51,18:05:54,3,176.65,
1880,"Cary, NC","Jacksonville, FL",olb296,2021-02-10,04:22:55,14:26:10,4,118.74,
1881,"Washington, DC","Chicago, IL",pag662,2020-07-04,07:32:30,22:31:44,4,162.04,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
1882,"Nashville, TN","Myrtle Beach, SC",gnh330,2021-01-10,08:57:52,21:11:38,2,173.23,
1883,"Dallas, TX","Cary, NC",bng770,2020-11-05,01:46:03,12:39:28,3,32.85,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
1884,"Minneapolis, MN","Tulsa, OK",xaw479,2021-01-04,05:47:59,16:35:52,4,108.96,
1885,"Dallas, TX","New Orleans, LA",fta504,2020-11-15,03:06:22,14:32:57,1,161.29,
1886,"Los Angeles, CA","Fresno, CA",oyh719,2020-05-13,03:59:12,21:30:06,4,141.46,Aenean auctor gravida sem.
1887,"Columbus, OH","Asheville, NC",gld644,2020-05-04,05:40:28,20:34:07,2,108.07,
1888,"Houston, TX","Wichita, KS",jtd746,2020-07-03,01:01:30,14:29:40,4,109.38,Proin risus.
1889,"Mesa, AZ","Detroit, MI",mdv360,2021-01-28,00:31:19,23:44:37,4,111.22,
1890,"Boston, MA","Los Angeles, CA",hke881,2020-11-03,06:04:38,17:33:45,1,79.17,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1891,"Memphis, TN","Boston, MA",ijn000,2020-09-23,03:13:55,17:56:01,1,46.69,
